player_id,player_display_name,player_name,player_full_name,batting_style,bowling_style,birthdate,country_id,list_team_ids
4538,,Nuwan Karunaratne,Kosgolle Gedera Nuwan Sameera Karunaratne,Right-hand bat,Right arm Pace,01/02/94,6.0,"576,192,367"
4539,,Ruchira Karunasena,Porawakara Arachchige Ruchira Chanaka Karunasena,Right-hand bat,Right arm Pace,14/10/77,6.0,"533,311"
4540,,Geeth Karunaratne,Uraswatte Mudiyanselage Geeth Udayakumara Karunaratne,Right-hand bat,Right arm Pace,08/02/78,6.0,"352,494"
4541,,Umesh Karunaratne,Thennakoon Mudiyanselage Umesh Samantha Karunaratne,Right-hand bat,Right arm Off spin,19/01/89,6.0,"95,516,140,280"
4542,,Ravindra Karunaratne,Mudunkothge Lakpriya Ravindra Karunaratne,Right-hand bat,Right arm Off spin,31/03/87,6.0,"516,17"
4543,,Anjana Karunaratne,Hangeli Gurunnehelage Anjana Madushan Karunaratne,Left-hand bat,Right arm Pace,13/05/90,6.0,"573,425"
4544,,Dhanushka Priyaruwan,Hapuarachchilage Don Dhanushka Priyaruwan Karunaratne,Left-hand bat,Left arm Orthodox,25/05/89,6.0,"352,140"
4545,,Dimuth Karunaratne,Frank Dimuth Madushanka Karunaratne,Left-hand bat,Right arm Pace,21/04/88,6.0,"422,148,124,280"
4546,,Chamika Karunaratne,Chamika Karunaratne,Right-hand bat,Right arm Pace,29/05/96,6.0,"422,192,491,124,280"
4547,,Shalika Karunanayake,Karunanayake Pathirannehelage Shalika Piyumal Karunanayake,Right-hand bat,Right arm Pace,14/02/87,6.0,"576,352,367,251,148,487,280,213"
4548,,Nipun Karunanayake,Karunanayake Pathiranalage Nipun Madusanka Karunanayake,Left-hand bat,Right arm wrist spin,11/01/91,6.0,"95,290,280"
4549,,Nipuna Kariyawasam,Kariyawasam Thirana Gamage Nipuna Madusanka,Right-hand bat,Right arm Pace,30/08/91,6.0,"566,533,382,484"
4550,,Gayathri Kariyawasam,Gayathri Lanka Kariyawasam,Right-hand bat,Right arm Pace,25/12/76,6.0,"435,206"
4551,CK Kapugedera,Chamara Kapugedera,Chamara Kantha Kapugedera,Right-hand bat,Right arm Pace,24/02/87,6.0,"422,470,597,303,124"
4552,,Asela Kapilaratne,Herath Mudiyanselage Asela Lankesh Bandara Kapilaratne,Left-hand bat,Right arm wrist spin,16/03/74,6.0,"456,148"
4553,,Sameen Kandanearachchi,Sameen Tharindu Perera Kandanearachchi,Right-hand bat,Right arm Off spin,24/03/88,6.0,"516,597,311"
4554,,Thilina Kandamby,Sahan Hewa Thilina Kandamby,Left-hand bat,Right arm wrist spin,04/06/82,6.0,"422,296,593,95,148,124,209"
4555,,Ama Kanchana,Kathira Arachchige Dona Ama Kanchana,Right-hand bat,Right arm Pace,07/04/91,6.0,"138,206"
4556,,Sujeewa Kamalasuriya,Sujeewa Priyantha Kamalasuriya,Left-hand bat,Right arm Off spin,09/05/65,6.0,"280,361"
4557,,Romesh Kaluwitharana,Romesh Shantha Kaluwitharana,Right-hand bat,,24/11/69,6.0,"422,566,533,108"
4558,,Sampath Kalum,Kamburugamuwa Gam Acharige Sampath Kalum,Right-hand bat,Right arm Pace,26/02/80,6.0,"597,80,484,280,361"
4559,S Randiv,Suraj Randiv,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Right-hand bat,Right arm Off spin,30/01/85,6.0,"422,95,470,303,80,192,251,148,124,387,280"
4560,,Nalaka Kaluarachchi,Prasad Nalaka Kaluarachchi,Right-hand bat,,19/05/81,6.0,"456,487"
4561,,Romesh Kaluarachchi,Kaluarachchige Romesh Malaka Deepal Kaluarachchi,Left-hand bat,Right arm Pace,27/05/85,6.0,"516,17"
4562,,Ruwan Kalpage,Ruwan Senani Kalpage,Left-hand bat,Right arm Off spin,19/02/70,6.0,"422,95,192,361"
4563,,Nuwan Kalpage,Nuwan Udeni Kalpage,Left-hand bat,Right arm Off spin,18/12/71,6.0,"566,192,361"
4564,,Shantha Kalavitigoda,Indika Shantha Kumara Kalavitigoda,Right-hand bat,,23/12/77,6.0,"422,593,95,566,484,148,124,209,280"
4565,,Sarath Arthanayake,Arthanayake Mudalige Sarath Pushpa Kumara,Right-hand bat,Right arm Pace,09/04/75,6.0,"576,201"
4566,,Kaushal Lokuarachchi,Kaushal Samaraweera Lokuarachchi,Right-hand bat,Right arm wrist spin,20/05/82,6.0,"422,95,316,365,148,124,213"
4567,,Ranitha Liyanarachchi,Ranitha Minon Liyanarachchi,Left-hand bat,Right arm Pace,19/06/94,6.0,"576,597,280,361"
4568,,Maduka Liyanapathiranage,Maduka Ayeshmantha Liyanapathiranage,Right-hand bat,Right arm Off spin,04/01/92,6.0,"516,597,280"
4569,,Tharaka Liyanage,Tharaka Dinesh Ratnayaka Liyanage,Right-hand bat,Right arm wrist spin,04/02/87,6.0,"255,575"
4570,,R Liyanage,R K Liyanage,,,08/01/70,6.0,"597,533"
4571,,Pramuka Sudesh,Pramuka Sudesh Liyanage,Left-hand bat,Left arm Pace,04/05/82,6.0,"576,566,575"
4572,,Nishad Iranka,Nishad Iranka Liyanage,Right-hand bat,Right arm Pace,31/12/81,6.0,"126,484"
4573,,Saminda Liyanage,Dakshina Saminda Liyanage,Right-hand bat,Right arm Pace,17/11/80,6.0,"126,201,255"
4574,,Manjula Liyanage,Don Peduru Liyanage Manjula Premakumara Liyanage,Right-hand bat,Left arm Pace,20/02/80,6.0,"597,17,140,311"
4575,,Dulip Liyanage,Dulip Kapila Liyanage,Left-hand bat,Right arm Pace,06/06/72,6.0,"422,201,566"
4576,,Daham Liyanage,Dabere Daham Liyanage,Right-hand bat,,02/03/88,6.0,"201,140"
4577,,Chamara Liyanage,Chamara Hawpe Liyanage,Right-hand bat,Right arm Off spin,20/12/77,6.0,"576,108"
4578,,Janith Liyanage,Kongala Liyanage Janith Vimukthi,Right-hand bat,Right arm Pace,12/07/95,6.0,"367,28"
4579,,Anton Livera,Anton Nelendra Madushanka Livera,Right-hand bat,Right arm Pace,08/06/88,6.0,"456,361"
4580,,Gihan Lankatilleke,Poravaka Arachchige Gihan Dilruk Lankatilleke,Left-hand bat,Left arm Pace,14/04/81,6.0,"484,148"
4581,,Gayal Lanka,Thawalanakankanange Lanka Gayal Duminda Lanka,Left-hand bat,,03/11/71,6.0,"533,80"
4582,,Yashodha Lanka,Aputhanthri Kankanamge Kushan Yashodha Lanka,Right-hand bat,Left arm Pace,01/10/92,6.0,"484,251,280"
4583,,Chamila Gamage,Mataramba Kanaththa Gamage Chamila Premanath Lakshitha,Right-hand bat,Right arm Pace,04/01/79,6.0,"422,124,311,209,100"
4584,,Tharanga Lakshitha,Ahangama Baduge Tharanga Lakshitha,Right-hand bat,Right arm Pace,30/04/82,6.0,"95,516,80,484,251,124"
4585,,Sanduni Abeywickrema,Abeywickrema Pathiranage Sanduni Lakshika,Right-hand bat,Right arm Off spin,12/12/82,6.0,"207,206"
4586,,Pasindu Lakshanka,Thirimadura Pasindu Isira Lakshanka,Right-hand bat,Right arm Off spin,21/07/96,6.0,"566,311,280"
4587,,Lakshan Jayasinghe,Jayasinghe don Sachith Lakshan,Right-hand bat,Left arm Orthodox,27/05/95,6.0,"550,148,280"
4588,,Hasintha Laknath,Dewasinghe Gamaralalage Nuwan Hasintha Laknath,Left-hand bat,Right arm Pace,20/06/79,6.0,"255,311"
4589,,Udara Lakmal,Rajapakse Kankanamalage Udara Lakmal,Right-hand bat,Right arm Pace,12/04/87,6.0,"201,140"
4590,,Suranga Lakmal,Ranasinghe Arachchige Suranga Lakmal,Right-hand bat,Right arm Pace,10/03/87,6.0,"422,112,80,124,361"
4591,,Ravindra Lakmal,Matharage Don Ravindra Lakmal,Right-hand bat,Right arm Pace,25/07/81,6.0,"436,575"
4592,,Akila Kaushalya,Kotamba Kankanamge Akila Kaushalya Lakmal,Right-hand bat,Right arm Pace,07/06/83,6.0,"255,484,311"
4593,,Wendell Labrooy,Wendell Cleophus Labrooy,Left-hand bat,Right arm Pace,25/09/71,6.0,"201,597,192,108"
4594,,Graeme Labrooy,Graeme Fredrick Labrooy,Right-hand bat,Right arm Pace,07/06/64,6.0,"422,597"
4595,,Ishan Mutaliph,Tuan Mohamed Ishan Mutaliph,Right-hand bat,,08/02/83,6.0,"516,566,192,251"
4596,M Muralitharan,Muttiah Muralitharan,Muttiah Muralitharan,Right-hand bat,Right arm Off spin,17/04/72,6.0,"422,252,470,461,554,341,303,434,299,33,49,143,361,279"
4597,,Dilshan Munaweera,Eldeniya Medagedara Dilshan Yasika Munaweera,Right-hand bat,Right arm Off spin,24/04/89,6.0,"422,463,593,95,108,124,209,100,280,213"
4598,,Manjula Munasinghe,Arachchige Manjula Nishantha Munasinghe,Right-hand bat,Right arm Pace,10/12/71,6.0,"422,148"
4599,,Chamikara Mudalige,Chamikara Ravinda Bentota Mudalige,Right-hand bat,Right arm Off spin,05/07/76,6.0,"201,597,533,484,192,124,213"
4600,,Jehan Mubarak,Jehan Mubarak,Left-hand bat,Right arm Off spin,10/01/81,6.0,"422,597,124,280,213"
4601,,Haroon Mowjood,Muhammadh Haroon Mawahib Mowjood,Right-hand bat,Right arm wrist spin,27/09/89,6.0,"192,280"
4602,,LM Helambage,Helambage Leven Moshin,Right-hand bat,Right arm Off spin,01/09/88,6.0,"192,456"
4603,,Mohamed Ali,Mohamed Ali Waheed,Left-hand bat,Right arm Pace,02/07/93,6.0,"516,566"
4604,,Danushka Mitipolaarachchi,Danushka Pradeep Mitipolaarachchi,Right-hand bat,Right arm Off spin,15/01/87,6.0,"573,352"
4605,,Tuan Miskin,Tuan Asati Miskin,Right-hand bat,,30/11/68,6.0,"126,573"
4606,,Kamil Mishara,Rajapaksha Vidana Pathiranalage Kamil Mishara,Left-hand bat,Right arm Off spin,24/04/01,6.0,"575,280"
4607,,Pawuththuwadura Milton,Pawuththuwadura Milton,Right-hand bat,Right arm Pace,27/06/66,6.0,"126,456"
4608,,Lahiru Milantha,Bamunugama Koralalage Eshan Lahiru Milantha,Left-hand bat,,28/05/94,6.0,"367,124,209"
4609,,Suminda Mendis,Yagamuni Suminda Sampath Mendis,Right-hand bat,Right arm wrist spin,31/10/79,6.0,"576,95,533,80,456"
4610,,Amila Mendis,Yagamuni Amila Nuwan Mendis,Left-hand bat,Left arm Orthodox,09/06/82,6.0,"95,80,494"
4611,,Romesh Danushka,Thirimadura Romesh Danushka Mendis,Right-hand bat,Right arm Pace,19/07/80,6.0,"456,487"
4612,,Ramesh Mendis,Wanigamuni Ramesh Tarinda Mendis,Right-hand bat,Right arm Off spin,07/07/95,6.0,"95,484,148,280"
4613,,Kamindu Mendis,Pasqual Handi Kamindu Dilanka Mendis,Left-hand bat,Ambidextrous spin,30/09/98,6.0,"422,422,280,361"
4614,,Chaminda Mendis,Manimeldura Chaminda Mendis,Right-hand bat,Right arm Off spin,28/12/68,6.0,"422,566"
4615,,Sherantha Mendis,Balapuwaduge Manukulasuriya Sherantha Niroshan Mendis,Right-hand bat,Right arm Pace,10/10/79,6.0,"576,201,597,352,484,17"
4616,,Dulanjana Mendis,Balapuwaduge Manukulasuriya Dulanjana Kalhara Mendis,Right-hand bat,Left arm Orthodox,20/05/90,6.0,"255,425"
4617,BMAJ Mendis,Jeevan Mendis,Balapuwaduge Manukulasuriya Amith Jeevan Mendis,Left-hand bat,Right arm wrist spin,15/01/83,6.0,"422,463,95,161,238,329,303,148,124,280,325,361"
4618,,Kusal Mendis,Balapuwaduge Kusal Gimhan Mendis,Right-hand bat,,02/02/95,6.0,"422,95,124,280"
4619,,Shamilal Mendis,Balapuwaduge Gerald Anthony Shamilal Mendis,Left-hand bat,Right arm wrist spin,13/07/83,6.0,"416,377"
4620,,Manoj Mendis,Balapuwaduge Charles Manoj Shiam Mendis,Right-hand bat,Right arm Off spin,13/11/74,6.0,"201,108"
4621,BAW Mendis,Ajantha Mendis,Balapuwaduge Ajantha Winslow Mendis,Right-hand bat,Right arm Off spin,11/03/85,6.0,"422,316,107,505,375,69,487,209,213"
4622,,Sajini Menaka,Herath Mudiyanselage Sajini Menaka,Right-hand bat,Right arm Pace,11/06/93,6.0,"275,473"
4623,,Nisham Mazahir,Mohammed Nisham Mazahir,Left-hand bat,Right arm Pace,24/03/89,6.0,"484,367,280"
4624,AD Mathews,Angelo Mathews,Angelo Davis Mathews,Right-hand bat,Right arm Pace,02/06/87,6.0,"422,593,566,161,505,69,124,280"
4625,,Indika Massalage,Indika Massalage,Left-hand bat,Right arm Pace,11/02/90,6.0,"140,311"
4626,,Thilina Masmulla,Thilina Sachinda Masmulla,Left-hand bat,Right arm Off spin,28/06/85,6.0,"95,597,251,17,71,387,280,361"
4627,,Dinidu Marage,Dinidu Asanka Marage,Right-hand bat,Right arm wrist spin,24/09/81,6.0,"95,516"
4628,,Roshan Mapatuna,Roshan Prabath Mapatuna,Right-hand bat,Right arm Off spin,28/03/78,6.0,"352,255,436,17,311,377"
4629,,Carman Mapatuna,Carman Prabath Mapatuna,Right-hand bat,Right arm wrist spin,10/09/72,6.0,"192,575"
4630,,Lasantha Manoj,Waduge Lasantha Manoj,Right-hand bat,Right arm Pace,24/01/88,6.0,"593,597,494"
4631,,Gayathri Liyanage,Arawwawala Liyanage Don Gayathri Shrmila Manohari,Right-hand bat,Right arm Pace,07/05/75,6.0,"435,207"
4632,,Ushan Manohara,Pettha Yaddehi Ushan Manohara,Right-hand bat,Right arm Pace,26/08/89,6.0,"148,280"
4633,,Gayan Maneeshan,Wijendra Waduge Anoj Gayan Maneeshan,Left-hand bat,Right arm wrist spin,25/02/91,6.0,"516,352,251,148"
4634,SL Malinga,Lasith Malinga,Separamadu Lasith Malinga,Right-hand bat,Right arm Pace,28/08/83,6.0,"422,533,233,341,434,472,571,192,251"
4635,,Malinga Surappulige,Surappulige Dilan Chamikara Malinga,Right-hand bat,Right arm Pace,08/08/83,6.0,"576,534,575,367,17,361"
4636,,Malinga Maligaspe,Koralage Nimesha Malinga Maligaspe,Left-hand bat,,20/06/86,6.0,"201,597"
4637,,Sudarshana Makewita,Sudarshana Makewita,Left-hand bat,Right arm Off spin,16/03/74,6.0,"126,484"
4638,,Yasith Maithripala,Yasith Mihiranga Maithripala,Right-hand bat,Right arm Off spin,09/07/84,6.0,"369,352"
4639,,Damith Maiarachchi,Damith Maiarachchi,Right-hand bat,Right arm Pace,17/09/76,6.0,"484,192"
4640,MF Maharoof,Farveez Maharoof,Mohamed Farveez Maharoof,Right-hand bat,Right arm Pace,07/09/84,6.0,"422,252,95,597,161,33,192,124,387,280,213,292"
4641,,Roshan Mahanama,Roshan Siriwardene Mahanama,Right-hand bat,,31/05/66,6.0,"422,95,597"
4642,,Krishal Magage,Krishal Magage,Left-hand bat,Right arm Pace,22/03/87,6.0,"148,148,387"
4643,,Muditha Maduwantha,Hewasahiduge Muditha Maduwantha,Left-hand bat,Right arm Pace,02/12/79,6.0,"352,361"
4644,,Madura Madushanka,Maddumadewage Madura Madushanka,Right-hand bat,Right arm Off spin,10/01/94,6.0,"126,425"
4645,,Aruna Madushanka,Karunaratne Mudiyanselage Aruna Madushanka Henrison,Right-hand bat,Left arm Orthodox,28/04/87,6.0,"17,456"
4646,,Kasun Madushanka,Hewa Uluwaduge Kasun Madushanka,Right-hand bat,Right arm Pace,16/07/91,6.0,"484,148,124,100,280"
4647,,Shehan Madushanka,Devapurage Shehan Madushanka Kumara,Right-hand bat,Right arm Pace,10/04/95,6.0,"422,124,361"
4648,,Tharidu Madusanka,Widanagamage Tharidu Madusanka,Right-hand bat,Right arm Pace,24/03/89,6.0,"201,367"
4649,,Bandara Madawela,DW Jagath Jayamanne Bandara Madawela,Right-hand bat,Right arm Pace,01/10/71,6.0,"550,494"
4650,,Harshitha Madavi,Harshitha Madavi Dissanayake Samarawickrama,Left-hand bat,Right arm Pace,29/06/98,6.0,"435,206"
4651,,Thushira Madanayake,Thushira Jayananda Madanayake,Left-hand bat,Right arm Off spin,10/08/81,6.0,"201,335,456"
4652,,Suwanji Madanayake,Suwanji Madanayake,Left-hand bat,Left arm Orthodox,28/08/75,6.0,"201,573,352,255,484,192,575,494,367,108,124,311,100"
4653,,Nilushan Nonis,Paththini Kuttige Jude Ruwantha Nilushan Nonis,Right-hand bat,Right arm Off spin,03/09/87,6.0,"576,95,367,100"
4654,,Prabath Nissanka,Ratnayake Arachchige Prabath Nissanka,Right-hand bat,Right arm Pace,25/10/80,6.0,"422,95,80"
4655,,Pathum Nissanka,Pathum Nissanka Silva,Right-hand bat,,18/05/98,6.0,"576,192,209,280"
4656,,Janaka Kumarage,Kumarage Don Janaka Nishantha,Left-hand bat,Right arm Off spin,17/07/78,6.0,"201,484"
4657,,Dhammika Niroshana,Hinidumage Dhammika Niroshana,Right-hand bat,Right arm Pace,22/02/83,6.0,"516,456"
4658,,Suresh Niroshan,Weeratunga Arachchilage Suresh Niroshan,Right-hand bat,Right arm Off spin,29/11/85,6.0,"516,303,17"
4659,,Supun Nirmala,Punchi Hewa Kankanamage Supun Nirmala,Left-hand bat,Left arm Orthodox,25/12/82,6.0,"494,251"
4660,,Raveen Nirmal,Prathapasinghe Raveen Nirmal,Right-hand bat,Right arm Off spin,17/08/82,6.0,"80,494"
4661,,Madhawa Nimesh,Maddumage Madhawa Nimesh Fernando,Right-hand bat,Right arm Pace,05/02/96,6.0,"382,575"
4662,,Dinesh Nilanga,Samarakkody Ariya Sarath Dinesh Nilanga,Right-hand bat,Right arm Pace,17/05/83,6.0,"126,456"
4663,,Sujith Nikethana,Artigala Vidanalage Sujith Nikethana,Left-hand bat,Right arm Off spin,26/04/86,6.0,"566,17,140"
4664,,Nadeera Nawela,Nawela Mahagamaralalage Nadeera Prabath Nawela,Right-hand bat,Right arm Pace,04/10/84,6.0,"516,303,484,575,108,124,100,387,280"
4665,,Naveed Nawaz,Mohamed Naveed Nawaz,Left-hand bat,Right arm wrist spin,20/09/73,6.0,"422,95,192"
4666,,Tushara Nawalage,Tushara Nawalage,Right-hand bat,,04/04/72,6.0,"484,361"
4667,,Jagath Nandakumar,Bathigama Badalage Jagath Nandakumar,Right-hand bat,Right arm Pace,21/05/69,6.0,"80,456"
4668,,Sahan Nanayakkare,Sahan Nanayakkare,Left-hand bat,Left arm Orthodox,19/08/95,6.0,"367,28"
4669,,Nadun Nanayakkara,Nasakoralage Nadun Noel Nanayakkara,Left-hand bat,Right arm Pace,25/12/79,6.0,"126,533,484"
4670,,Adeesha Nanayakkara,Adeesha Nirmal Nanayakkara,Right-hand bat,Right arm Pace,02/05/91,6.0,"597,534,290,280,361"
4671,,Raju Gayashan,Jagodage Raju Gayashan Namal,Left-hand bat,Right arm Off spin,23/06/88,6.0,"201,255"
4672,,Karuppiah Nadarajah,Karuppiah Nadarajah,Right-hand bat,Right arm wrist spin,11/05/74,6.0,"126,352"
4673,,Shashrika Pussegolla,Pallegedara Gammahelage Chandima Shashrika Peiris Pussegolla,Right-hand bat,Right arm Off spin,14/07/87,6.0,"192,367,17"
4674,,Chandana Pushpalal,Kankanige Don Chandana Pushpalal,Left-hand bat,Right arm Pace,28/02/82,6.0,"201,575"
4675,,Malinda Pushpakumara,Pawuluge Malinda Pushpakumara,Right-hand bat,Left arm Orthodox,24/03/87,6.0,"422,516,597,484,17,456,124,387,280"
4676,,Muthumudalige Pushpakumara,Muthumudalige Pushpakumara,Left-hand bat,Right arm Off spin,26/09/81,6.0,"422,313,593,566,124,209,280,361"
4677,,Ravindra Pushpakumara,Ravindra Pushpakumara,Right-hand bat,Right arm Pace,21/07/75,6.0,"422,597,566,192"
4678,,Nalin Priyaratne,Andawatta Kankanamage Nalin Dammika Priyaratne,Left-hand bat,Right arm Pace,15/04/71,6.0,"494,108"
4679,,Manjula Priyantha,Panawannage Manjula Priyantha,Right-hand bat,Right arm Off spin,15/10/80,6.0,"516,17,140,148"
4680,,Kapugama Priyantha,Kapugama Geeganage Priyantha,Right-hand bat,Right arm Pace,05/06/68,6.0,"201,311"
4681,,Neil Priyantha,Jayasundara Gamage Neil Priyantha,Left-hand bat,Left arm Orthodox,25/02/86,6.0,"17,140"
4682,,Prabath Priyankara,Ranaweera Koralage Prabath Priyankara,Left-hand bat,Left arm Pace,28/05/88,6.0,"597,192,17"
4683,,Ashan Priyanjan,Subasinghe Mudiyanselage Ashan Priyanjan,Right-hand bat,Right arm Off spin,14/08/89,6.0,"422,95,251,124,209,100,280,361"
4684,,Lalana Priyadarshani,Bulathshenal Araggelage Lalana Priyadarshani,Right-hand bat,Right arm Pace,01/09/80,6.0,"435,207,206"
4685,,Nalin Priyadarshana,Rajapaksha Pathirage Nalin Priyadarshana,Right-hand bat,Right arm Off spin,28/08/90,6.0,"494,140"
4686,,Rasika Priyadarshana,Batepola Arachchige Rasika Suranga Priyadarshana,Right-hand bat,Right arm Pace,23/11/75,6.0,"576,255,80,484,367,456,280,361"
4687,,Halambage Premasiri,Halambage Premasiri,Right-hand bat,Right arm Off spin,24/02/64,6.0,"95,456"
4688,,Nilanka Premaratne,Weda Gedara Heeran Nilanka Premaratne,Right-hand bat,Left arm Pace,17/06/88,6.0,"367,124"
4689,,Dinesh Premakumara,Kande Dinesh Asanka Premakumara,Right-hand bat,Right arm Pace,21/07/83,6.0,"484,311"
4690,,Dammika Premadasa,PH Dammika Premadasa,Right-hand bat,,29/04/82,6.0,"566,367"
4691,,Seekkuge Prasanna,Seekkuge Prasanna,Right-hand bat,Right arm wrist spin,27/06/85,6.0,"422,303,395,124,487"
4692,,Gayan Prasanga,Wallage Sarath Gayan Prasanga,Right-hand bat,Right arm Pace,23/03/89,6.0,"494,311"
4693,,Amil Prasad,Uyangoda Manage Amil Prasad,Right-hand bat,Right arm Pace,11/06/82,6.0,"576,112,566,533,251"
4694,,Sajith Sameera,Manalgodapitiya Nanayakkara Vithanage Sajith Sameera Prasad,Left-hand bat,Right arm Pace,21/09/89,6.0,"516,575"
4695,,Dhammika Prasad,Kariyawasam Tirana Gamage Dhammika Prasad,Right-hand bat,Right arm Pace,30/05/83,6.0,"422,593,148,124"
4696,,Chandima Prasad,Kaluwahande Chandima Prasad,Right-hand bat,Right arm Pace,22/09/84,6.0,"533,387"
4697,,Chandima Prasad,Kaluwahandi Chandima Prasad,Right-hand bat,Right arm Off spin,22/09/84,6.0,"533,487,387"
4698,,Pradeep Nanayakkara,Nanayakkara Wisumperuma Arachchige Pradeep,Right-hand bat,Right arm Pace,23/03/80,6.0,"533,335"
4699,,Susantha Pradeep,Damunu Hewage Susantha Pradeep,Right-hand bat,Right arm wrist spin,05/05/80,6.0,"126,382,192,575"
4700,,Udeshika Prabodhani,Kaluwa Dewage Udeshika Prabodhani,Right-hand bat,Left arm Pace,20/09/85,6.0,"435,206"
4701,,Anushka Polonowita,Anushka Shaminda Polonowita,Right-hand bat,Right arm Pace,26/02/77,6.0,"112,597,148"
4702,,Shanaka Perumpuli,Shanaka Gayan Perumpuli,Right-hand bat,,01/02/84,6.0,"597,575,311"
4703,,Madawa Perera,Nawalage Kasun Madawa Perera,Left-hand bat,Right arm Pace,07/03/87,6.0,"369,352,361"
4704,,Niluk Shirantha,Walimuni Niluk Shirantha Perera,Right-hand bat,Right arm Pace,22/05/84,6.0,"126,576,456"
4705,,Bathiya Perera,Wagawattage Maithree Bathiya Perera,Right-hand bat,Right arm Off spin,28/04/77,6.0,"593,597,566,484,124"
4706,,Jeson Perera,Walpola Liyanage Jeson Ovinda Sebastian Perera,Left-hand bat,Left arm Pace,12/03/93,6.0,"576,367,280"
4707,,Jithendra Perera,Wellarachchige Jithendra Udaya Perera,Right-hand bat,Right arm Pace,17/10/79,6.0,"126,192"
4708,,Sudeep Perera,Warnakulasuriya Joe Sudeep Delantha Perera,Left-hand bat,Right arm Pace,28/12/79,6.0,"576,255,436,108,124"
4709,,Duminda Perera,Weerasekera Diyalathotage Duminda Sanjeewa Perera,Right-hand bat,Right arm Pace,29/10/79,6.0,"95,369,367,124,280"
4710,,Asanga Perera,Warnakodiarachige Don Asanga Sunil Perera,Right-hand bat,Right arm Pace,13/10/72,6.0,"597,436"
4711,,Milinda Perera,Weerakondabaduge Chanaka Milinda Perera,Right-hand bat,Left arm Pace,26/11/87,6.0,"201,311"
4712,,Priyantha Perera,Wewalage Augustus Melvin Priyantha Perera,Right-hand bat,Right arm Off spin,03/09/66,6.0,"126,192"
4713,,Ramitha Perera,Undugodage Ramitha Praveen Perera,Right-hand bat,Right arm Off spin,08/12/85,6.0,"576,148,311"
4714,,Niroshan Perera,Thantrige Prajith Niroshan Perera,Left-hand bat,Left arm Orthodox,13/06/87,6.0,"550,361"
4715,,Sachithra Perera,Sachithra Sahan Mihiran Perera,Right-hand bat,Right arm wrist spin,31/03/92,6.0,"313,597,255"
4716,,Sumalka Perera,Suse Perera Liyanage Chrishanth Sumalka Perera,Right-hand bat,Right arm Pace,12/11/82,6.0,"95,108"
4717,,Suranga Perera,Suranga Kumara Perera,Right-hand bat,Right arm Off spin,28/12/74,6.0,"126,95,201"
4718,,Senura Perera,Senura Ekamuthu Perera,Left-hand bat,Left arm Orthodox,06/10/95,6.0,"313,534"
4719,,Suren Anthony,Suren Anthony Perera,Right-hand bat,,20/07/82,6.0,"126,367"
4720,,Sampath Perera,Dehiwalage Don Rasika Sampath Perera,Left-hand bat,Right arm Pace,27/07/82,6.0,"17,456"
4721,,Anjula Perera,Ranasinghe Hettige Thushan Anjula Perera,Left-hand bat,Left arm Pace,19/12/79,6.0,"575,108"
4722,,Taranga Dhammika,Rajapakse Amilage Taranga Dhammika Perera,Right-hand bat,Right arm Pace,06/01/77,6.0,"126,95"
4723,,Dinesh Perera,Ranasinghe Archchige Dinesh Chaminda Perera,Left-hand bat,Left arm Orthodox,19/11/73,6.0,"108,456"
4724,,Indrajith Perera,Rigama Arachchige Asanka Indrajith Perera,Left-hand bat,Left arm Orthodox,29/12/83,6.0,"436,575"
4725,,Indika Perera,Prangige Indika Gangani Perera,Right-hand bat,Right arm Off spin,06/04/76,6.0,"435,437"
4726,,Ruchira Perera,Panagodage Don Ruchira Laksiri Perera,Left-hand bat,Left arm Pace,06/04/77,6.0,"422,112,95,566,148"
4727,,Priyamal Perera,Palihawadana Arachchilage Ralph Priyamal Perera,Right-hand bat,Right arm Off spin,02/05/95,6.0,"124,209,280"
4728,,Pathmanath Perera,Pathmanath Perera,Left-hand bat,Right arm Pace,04/05/72,6.0,"126,382,436,575"
4729,,Tharindu Perera,Oruwalage Tharindu Prageeth Perera,Right-hand bat,Left arm Orthodox,02/08/83,6.0,"523,148"
4730,,Vimukthi  Perera,Nawagamuwage Vimukthi  Ramesh Perera,Left-hand bat,Left arm Pace,14/11/89,6.0,"255,484,251,290,124,209"
4731,,Romesh Perera,Nalin Romesh Perera,Right-hand bat,Right arm Off spin,06/11/88,6.0,"597,573"
4732,NLTC Perera,Thisara Perera,Narangoda Liyanaarachchilage Thisara Chirantha Perera,Left-hand bat,Right arm Pace,03/04/89,6.0,"422,470,566,461,233,554,147,299,49,324,571,185,370,124,280,330,202,213"
4733,,Indika Jayashantha,Narahenpitage Indika Jayashantha Perera,Left-hand bat,Right arm Off spin,28/05/77,6.0,"126,352"
4734,,Nimesh Perera - jnr,Netthasinghe Appuhamilage Nimesh Nuwan Perera,Right-hand bat,Right arm Pace,09/01/82,6.0,"126,201,516,280,361"
4735,,Chanaka Perera,Nanumiya Arachchige Chanaka Thushantha Perera,Right-hand bat,Right arm Pace,02/05/82,6.0,"255,436"
4736,,Vinodh Perera,Mahamarakkalage Vinodh Devinda Perera,Right-hand bat,Right arm Pace,28/10/89,6.0,"290,425"
4737,,Viraj Perera,Modara Meehallage Don Prasanna Viraj Perera,Left-hand bat,Right arm Off spin,09/06/78,6.0,"576,201,533,209,361"
